sentence,nouns,adjectives
신한은행이나 신한카드 앱에는 알림음 설정이 없던데 알림음 소리 설정을 슈퍼솔에만 해놔서 답답하네요.,"['앱', '설정', '알림', '음', '소리', '설정', '슈퍼솔']","['없다', '답답하다']"
소리 좀 바꿀 수 있게 해주시고요.,['소리'],['있다']
전에 알림 앱에서 입출금 알림을 '재발송' 설정으로 해놨었는데요.,"['전', '앱', '입출금', '발송', '설정']",[]
앞서 서술한 설정에 재발송 설정 체크가 있는 것 같은데 이 설정 해제하고 싶습니다.,"['서술', '설정', '재', '발송', '설정', '체크', '설정', '해제']","['있다', '같다']"
입출금 알림이 오고 10분 후에 재발송이 와서 또 입출금이 되었나 하는 착각이 들기도 해서 이제 불편합니다.,"['입출금', '알림', '후', '재', '발송', '입출금', '착각', '불편']",[]
"'패턴'으로 로그인할 때, 패턴 그리기 시에 패턴 선이 보이지 않도록 패턴 설정을 추가해주세요.","['패턴', '로그인', '때', '패턴', '패턴', '선', '패턴', '설정', '추가']",[]
"그리고 추후에 은행, 알림 앱을 통합해주세요.","['추후', '은행', '알림', '앱', '통합']",[]
가능하면 카드 앱도 통합해주시면 더 좋겠고요.,"['가능', '카드', '앱', '통합']",['좋다']
각 앱의 메뉴와 기능이 중복돼서 사용하기 번거롭습니다.,"['앱', '메뉴', '기능', '중복', '사용']",[]
2달 정도 사용했는데 크게 불편하다고 생각했던 점 두가지만 적습니다.,"['정도', '사용', '불편', '생각']",['크다']
하나는 통합앱이라고 광고하면서 여전히 일부기능은 기존 신한은행이나 신한카드앱에서만 실행가능하다는 것이고 또 한가지는 기기변경없이 핸드폰 하나만 사용하고 있는데 간혹 등록되지 않은 기기라면서 회원인증 및 otp발행 같은 걸 다시 해야 하는 점입니다.,"['통합', '앱', '광고', '일부', '기능', '기존', '앱', '실행', '가능', '기기', '변경', '핸드폰', '사용', '등록', '기기', '회원', '인증', '발행', '점']",['같다']
특히 두번째는 오류라면 수정부탁드립니다.,"['오류', '수정', '부탁']",[]
기존에 산재되어있던 은행/카드/보험/증권 등등을 하나의 앱으로 통합하겠다는 취지는 정말 좋습니다.,"['기존', '산재', '은행', '카드', '보험', '증권', '앱', '통합', '취지']",['좋다']
그런데 여전히 pc인증서비스 등을 이용하는 경우 개별앱을 요구하는 경우가 많고 또 개별앱에서만 가능한 기능이 있는가 하면 기능이 있어도 어딨는지 찾는것이 너무 어려워 결국 개별앱을 깔게됩니다.,"['인증', '서비스', '이용', '경우', '개별', '앱', '요구', '경우', '개별', '앱', '가능', '기능', '기능', '개별', '앱']","['많다', '어딨다']"
계속 개선하다보면 좋아질거라 믿습니다 화이팅,['개선'],['좋다']
뭘 하려는 앱인지 잘 모르겠습니다.,['앱'],[]
이름이나 아이콘이 기존과 비슷해서 sol알리미보다 이름이 직관적이지도 못합니다.,"['이름', '아이콘', '기존', '알리미', '이름', '직관']",['비슷하다']
처음 깔 때 알림을 2번 안 보내는 그런 문구를 본거같은데 여전히 특정 거래는 알림이 2번 오더군요.,"['처음', '때', '알림', '문구', '특정', '거래', '알림']",['같다']
또 알림바에 잔액이 표시되지도 않구요.,"['알림', '바', '잔액', '표시']",[]
앱을 깔기 전보다 알림 오는게 버벅이고 한참있다가 올 때가 있더라구요.,"['앱', '전', '알림', '버벅', '한참', '때']",['있다']
한동안 어떻게되나 보다가 sol알리미처럼 다시 지울거같네요.,"['동안', '알리미']",['같다']
1.,[],[]
"각 서비스로 이동하면서 ""신한은행 제공화면으로 이동중입니다."" 화면 너무 거슬립니다.","['각', '서비스', '이동', '제공', '화면', '이동', '화면']",[]
개발적인 측면에서 왜 그런 화면과 구조인지 이해는 가지만요.,"['개발', '측면', '화면', '구조', '이해']",[]
동작 구조상 바꿀수 없다면 단순 인디케이터 같은거로 바꾸었으면 좋겠습니다.,"['동작', '구조', '단순']","['없다', '같다', '좋다']"
안내 문구화면이 거슬리고 징그럽습니다.,"['안내', '문구', '화면']",[]
2.,[],[]
"SOL 앱에서 잘 쓰던 머니버스 기능이 사라져서, 그냥 SOL 앱 씁니다.","['앱', '머니', '버스', '기능', '앱']",[]
3.,[],[]
신한카드 인터넷 결제할때 QR코드 촬영기능이 사라졌습니다.,"['인터넷', '결제', '때', '코드', '촬영', '기능']",[]
마찬가지로 그냥 play앱 쓰고 있습니다.,"['마찬가지', '앱']",[]
이 글을 보시는 CS담당자님께서도 고생 많으시겠지만 제가 말씀드린 부분 꼭 반영되었으면 좋겠습니다.,"['글', '담당자', '고생', '말씀', '부분', '반영']","['많다', '좋다']"
감사합니다.,['감사'],[]
업데이트를 하면 더 편하게 사용이 가능해야되는데 갈수록 불편하고 있던 기능도 없애는 다운그레이드를 하는 것 같네요.,"['업데이트', '사용', '가능', '불편', '기능']","['편하다', '같다']"
경차유류세 잔여 한도는 대체 어디서 확인하는겁니까?,"['경차', '유류', '세', '잔여', '한도', '확인']",[]
업데이트 전에는 알림으로 잘만 오더니만 지금은 알림도 안오고 검색을 해도 해당 항목이 안보여요.,"['업데이트', '전', '알림', '지금', '알림', '검색', '해당', '항목']",[]
왜 굳이 불편하게 다운그레이드를 하는지 모르겠어요.,"['불편', '드']",[]
잘 쓰던 기능이 사라지니 매우 불편합니다.,"['기능', '불편']",[]
"어머니께서 폰에서는 신한 알리만 사용하시는데 이건 뭐 -- 그나마 입출금.카드사용 거래내역 간단하게 확인하던 기본기능 바로 사용못하게 하고, 불필요한 신한인증서 발급받아야만 하고, 자동업데이트 되어 되돌릴수도 없고, 고객편의가 아닌 신한인증서 발급 실적 챙기고, 업체 광고 많이하기위한 목적인지-- 관련 기획자나 결재권자 모두 관련 기본기능 중심으로 직접 사용해본적 없는것 같네요.","['어머니', '사용', '입출금', '카드', '사용', '거래', '내역', '확인', '기본', '기능', '사용', '필요', '신', '인증서', '발급', '자동', '업데이트', '고객', '편의', '한', '인증서', '발급', '실적', '업체', '광고', '목적', '관련', '기획자', '결재', '모두', '관련', '기본', '기능', '중심', '사용']","['없다', '없다', '같다']"
그냥 70넘으신 어머니도 몇번 연습으로도 사용하기편한 토스 사용하시라 했어요.,"['어머니', '연습', '사용', '토스', '사용']",['편하다']
업데이트 될때마다 신한을 점점 떠나가게 만들면 안되지않나요!!,"['업데이트', '때']",[]
아직 제대로 준비가 안 된 느낌이네요.,"['준비', '느낌']",[]
1.,[],[]
카드별혜택 이용내역 확인 불가!,"['카드', '혜택', '이용', '내역', '확인', '불가']",[]
카카오카드 쓰는 사람은 몇 번 사용했나 확인해야하는데 기존앱에서는 가능하지만 슈퍼에서는 확인 불가능해서 이 문제때문에 슈퍼앱 이용할 의사 없음.,"['카드', '사람', '사용', '확인', '기존', '앱', '가능', '슈퍼', '확인', '가능', '문제', '슈퍼', '앱', '이용', '의사']",['없다']
2.,[],[]
추천인 입력 앱 깔면서 깜박하고 입력을 안 했는데 이후에 입력할 수 있게 해 주세요.,"['추천', '입력', '앱', '입력', '이후', '입력']",['있다']
3.,[],[]
"앱 관련 문의, 건의하기가 전화밖에 안되나요?","['앱', '관련', '문의', '건의', '전화']",[]
고객센터 누르니 전화번호만 있고 1:1 질의응답은 없네요.,"['고객', '센터', '전화번호', '질의응답']",['없다']
통합으로 할거면 모든 기능이 다 되어야 기존에 사용하던 여러 앱들을 지울 수 있지 않겠어요?,"['통합', '기능', '기존', '사용', '앱']",['있다']
"그게 아니면 지금도 보험, 카드 등 여러개 깔렸는데 또 다운받을 이유가 없어요.","['지금', '보험', '카드', '다운', '이유']",['없다']
앱이 너무 무겁고 에러가 많이 납니다.,"['앱', '에러']",[]
은행 이체 할 때 추가인증하라고 해서 ars 추가 인증하면 앱이 꺼지는 오류 발생하고 다음 페이지로 넘어가지 않습니다.,"['은행', '이체', '때', '추가', '인증', '추가', '인증', '앱', '오류', '발생', '다음', '페이지']",[]
이틀동안 동일문제 7번 발샐했습니다.,"['이틀', '동안', '동일', '문제', '발샐']",[]
신한솔로 하니까 신한솔은 오류없이 다음 페이지로 넘어가 지네요.,"['솔로', '오류', '다음', '페이지']",[]
게다가 신한솔과 달리 고객센터 전화번호만 있고 스크린샷 첨부해서 올리는 고객셈터 창구가 없어서 매우 불편합니다.,"['고객', '센터', '전화', '번호', '첨부', '고객', '셈', '터', '창구', '불편']",['없다']
계좌에 기록되는 입금출금 기록들의 목록을 하나하나 눌러 세세한 정보를 그냥 쏠에선 볼수있었는데 슈퍼쏠에선 볼수가 없음.,"['계좌', '기록', '입금', '출금', '기록', '목록', '정보']","['있다', '없다']"
또 그 기록들마다 이게 어떤 돈인건지를 내가 메모할수있는 기능이 있었는데 슈퍼쏠에선 안됨.,"['기록', '돈', '메모', '기능']",['있다']
이체로 나간 돈의 명목이 그냥 전자기 명령인 숫자로 적혀있을경우 이걸 왜 나간건지 내가 알아내서 적어놔야하는데 아무것도 못함.,"['이체', '돈', '명목', '전자기', '명령', '숫자', '경우', '아무것']",[]
오히려 불편해졌음.,['불편'],[]
슈퍼sol 설치하고 너무불편해요.,"['슈퍼', '설치', '불편']",[]
전에는 스마트폰과 태블릿에 설치하고 집에서는 화면 큰 태블릿으로 사용했는데 뭐좀 보다보면 슈퍼쏠로 넘어가고 탭에선 로그인이 안되고...,"['전', '스마트폰', '태블릿', '설치', '집', '화면', '태블릿', '사용', '슈퍼쏠', '탭', '로그인']",['크다']
폰은 작아서 잘안보이고 탭은 로그인이 안되고..갑자기 카오스의 세계에서 길을 잃은 느낌입니다.,"['폰', '탭', '로그인', '카오스', '세계', '길', '느낌']",['작다']
복잡하고 나를 무시하는 커다란 app앞에서 한없이 좌절하고 소외되는 느낌입니다.,"['무시', '앞', '좌절', '소외', '느낌']",[]
신한 어플 인간적으로 너무 많아요.,"['어플', '인간']",['많다']
기본만 4개인데 그마저도 서비스 하나 찾으려면 검색에 검색을 해야하네요.,"['기본', '서비스', '검색', '검색']",[]
"은행앱 1개, 카드앱1개 이렇게 통합처리 해주세요.","['은행', '앱', '카드', '앱', '통합', '처리']",[]
"사용자 입장에선 중복 기능이 너무 많고, 실용성 없으며, 용량만 차지하는 처치곤란이예요.","['사용자', '입장', '중복', '기능', '실용', '용량', '차지', '처치', '곤란']","['많다', '없다']"
"이거 어떤 씨xx끼가 업적 쌓아보겠다고 통합시켜서 만든거 같은데, 주위에 어르신들이 알림서비스만 해주는 것 만으로도 좋다고 했던걸 굳이 인증서 이동에 비밀번호는 6자리 만들어 달라면서 로그인할 땐 굳이 패턴으로만 들어가야하고, 인증하다가 리셋되는게 부지기수고, 주위 어르신들이 이거 사용하는거 너무 불편해졌다고 예전처럼 안되냐고 계속 뭐라고하심.","['끼가', '업적', '통합', '주위', '어르신', '알림', '서비스', '인증서', '이동', '비밀', '번호', '자리', '로그인', '때', '패턴', '인증', '리셋', '부지기수', '주위', '어르신', '사용', '불편', '예전']","['같다', '좋다']"
그나마 젊은 본인이 주변 어르신분들한테 설명드리면서까지 도와드려야할 정도로 어려워졌음.,"['본인', '주변', '어르신', '설명', '정도']",['젊다']
"농협처럼 노인친화적인것까지는 안 바람, 그냥 알림서비스를 예전처럼 폰 배경화면에 팝업마냥 뜨게끔 해주고 패턴이고 나발이고 그냥 알림기능만 제대로 유지하게끔 수정해줬으면 좋겠음.","['노인', '친화', '바람', '서비스', '예전', '폰', '배경', '화면', '팝업', '패턴', '나발', '기능', '유지', '수정']",['좋다']
쏠뱅크 있는데 굳이 또 입출금 기능이란 인증서 기능까지??,"['뱅크', '입출금', '기능', '이란', '인증서', '기능']",[]
과유불급임.직업특성상 어르신분들 많이 돕는 곳이라서 핸드폰 쪽으로 많이 도와드리다보니 쌓인 데이터를 토대로 써봤습니다.,"['과유불', '급', '직업', '특성', '곳', '핸드폰', '데이터', '토대']",[]
각성하세요 개발자분들.,"['각성', '개발자']",[]
기존에 Sol 설치한 이유는 어플 실행하자마자 바로 거래내역확인 및 잔액을 확인할 수 있는 장점이 있어서 설치하고 이용을 했습니다.,"['기존', '설치', '이유', '어플', '실행', '거래', '내역', '확인', '잔액', '확인', '장점', '설치', '이용']",['있다']
통합 된 이후 한 눈에 본다는 취지는 좋으나 뱅크같이 눌러서 확인 해야하며 예전 sol의 장점이였던 것은 전혀 느끼질 못하고 불편하네요.,"['통합', '이후', '눈', '취지', '뱅크', '확인', '예전', '장점', '불편']",['좋다']
그래서 기존 sol모드로 보기 했더니 기존 접속땐 없던 비밀번호 로그인이 생겨 일일히 비번을 쳐서 접속해야합니다.,"['기존', '모드', '기존', '접속', '때', '비밀번호', '로그인', '비번', '접속']",['없다']
바로 확인이 가능해서 Sol진짜 잘 썼는데...불편해서 지울래요,"['확인', '가능', '불편']",[]
알림설정을 세부적으로 가능하게 해주세요.,"['알림', '설정', '세부', '가능']",[]
